Date,Open,High,Low,Close,Volume
2024-03-06 02:00:00,22650.0,23425.0,22600.0,22650.0,9305000.0
2024-03-07 02:00:00,22800.0,22925.0,22675.0,22800.0,5203000.0
2024-03-08 02:00:00,23000.0,23000.0,22400.0,22400.0,7793400.0
2024-03-11 02:00:00,22450.0,22625.0,22175.0,22175.0,11933200.0
2024-03-12 02:00:00,22175.0,22300.0,22025.0,22075.0,5673200.0
2024-03-13 02:00:00,22125.0,22500.0,22050.0,22500.0,9743200.0
2024-03-14 02:00:00,22600.0,23425.0,22500.0,22975.0,12042800.0
2024-03-15 02:00:00,22950.0,23000.0,22200.0,22200.0,9856800.0
2024-03-18 02:00:00,22425.0,23100.0,21950.0,23050.0,31968800.0
2024-03-19 02:00:00,23100.0,23650.0,22800.0,23500.0,15988200.0
2024-03-20 02:00:00,23400.0,23500.0,22900.0,23250.0,17927400.0
2024-03-21 02:00:00,23250.0,23425.0,22950.0,23250.0,7773000.0
2024-03-22 02:00:00,23250.0,23350.0,23025.0,23300.0,11280200.0
2024-03-25 02:00:00,23300.0,23700.0,23075.0,23425.0,10135200.0
2024-03-26 02:00:00,23500.0,23600.0,23300.0,23525.0,7013800.0
2024-03-27 02:00:00,23525.0,23650.0,23350.0,23525.0,9218400.0
2024-03-28 02:00:00,23525.0,23975.0,23450.0,23800.0,9278200.0
2024-03-29 02:00:00,23925.0,23950.0,23650.0,23825.0,7573000.0
2024-04-01 02:00:00,23825.0,24050.0,23675.0,23925.0,8903600.0
2024-04-02 02:00:00,23500.0,23950.0,23250.0,23900.0,9866000.0
2024-04-03 02:00:00,23750.0,23925.0,23600.0,23875.0,8520800.0
2024-04-04 02:00:00,23625.0,23975.0,23625.0,23925.0,8384200.0
2024-04-05 02:00:00,23725.0,23975.0,23650.0,23900.0,6855400.0
2024-04-08 02:00:00,24000.0,24000.0,23675.0,23850.0,6037000.0
2024-04-09 02:00:00,23800.0,23850.0,23500.0,23850.0,7466600.0
2024-04-10 02:00:00,23850.0,24325.0,23825.0,24250.0,10663200.0
2024-04-11 02:00:00,24125.0,24275.0,23875.0,24150.0,8925800.0
2024-04-12 02:00:00,24175.0,24350.0,24075.0,24225.0,6227800.0
2024-04-15 02:00:00,24000.0,24100.0,23000.0,23500.0,16284400.0
2024-04-16 02:00:00,23500.0,23500.0,22325.0,23200.0,10268200.0
2024-04-17 02:00:00,23250.0,23250.0,22250.0,22500.0,6509200.0
2024-04-19 02:00:00,21800.0,22000.0,21300.0,21300.0,7528800.0
2024-04-22 02:00:00,21325.0,21500.0,20850.0,21000.0,6765200.0
2024-04-23 02:00:00,21225.0,21225.0,20500.0,20500.0,5532200.0
2024-04-24 02:00:00,20550.0,20975.0,20550.0,20800.0,3256600.0
2024-04-25 02:00:00,20850.0,21175.0,20650.0,21000.0,3175000.0
2024-04-26 02:00:00,20975.0,22225.0,20950.0,22225.0,5485400.0
2024-05-02 02:00:00,22000.0,22200.0,21800.0,22200.0,3333000.0
2024-05-03 02:00:00,22300.0,22450.0,22000.0,22225.0,2720400.0
2024-05-06 02:00:00,22225.0,22375.0,21925.0,22375.0,23874160.0
2024-05-07 02:00:00,22675.0,22675.0,22250.0,22500.0,11973000.0
2024-05-08 02:00:00,22550.0,22700.0,22150.0,22700.0,3520800.0
2024-05-09 02:00:00,22700.0,23000.0,22525.0,22700.0,2966800.0
2024-05-10 02:00:00,22700.0,22850.0,22250.0,22500.0,2427800.0
2024-05-13 02:00:00,22650.0,22675.0,22175.0,22500.0,3509600.0
2024-05-14 02:00:00,24050.0,24050.0,23025.0,23025.0,23401800.0
2024-05-15 02:00:00,23100.0,23375.0,23000.0,23175.0,2801600.0
2024-05-16 02:00:00,23300.0,23575.0,23100.0,23375.0,5709000.0
2024-05-17 02:00:00,23375.0,23450.0,23125.0,23425.0,4336400.0
2024-05-20 02:00:00,23500.0,23775.0,23175.0,23350.0,6679800.0
2024-05-21 02:00:00,23500.0,23850.0,23225.0,23225.0,6671000.0
2024-05-22 02:00:00,23175.0,23450.0,22750.0,22750.0,17368600.0
2024-05-23 02:00:00,22625.0,22950.0,22375.0,22775.0,5299400.0
2024-05-24 02:00:00,22575.0,22800.0,22075.0,22475.0,20680800.0
2024-05-27 02:00:00,22475.0,22625.0,22225.0,22525.0,3426000.0
2024-05-28 02:00:00,22500.0,22650.0,22225.0,22525.0,4777200.0
2024-05-29 02:00:00,22525.0,22600.0,22125.0,22200.0,5206200.0
2024-05-30 02:00:00,22200.0,22250.0,21575.0,21575.0,5254000.0
2024-05-31 02:00:00,21750.0,22300.0,21650.0,21775.0,3383800.0
2024-06-03 02:00:00,21900.0,22300.0,21900.0,21975.0,3414000.0
2024-06-04 02:00:00,22150.0,22275.0,22000.0,22050.0,3277000.0
2024-06-05 02:00:00,22050.0,22375.0,22050.0,22100.0,3222800.0
2024-06-06 02:00:00,22150.0,22175.0,21850.0,21850.0,4037000.0
2024-06-07 02:00:00,21950.0,22000.0,21600.0,21750.0,3683400.0
2024-06-10 02:00:00,21750.0,21950.0,21700.0,21725.0,8084800.0
2024-06-11 02:00:00,21650.0,21725.0,21275.0,21600.0,10220000.0
2024-06-12 02:00:00,21400.0,21750.0,21250.0,21650.0,14585000.0
2024-06-13 02:00:00,21650.0,21750.0,21450.0,21600.0,4638000.0
2024-06-14 02:00:00,21600.0,21625.0,21000.0,21000.0,14129222.0
2024-06-17 02:00:00,21300.0,21475.0,21000.0,21000.0,13639200.0
2024-06-18 02:00:00,21150.0,21475.0,21050.0,21050.0,27650800.0
2024-06-19 02:00:00,21175.0,21225.0,20725.0,20750.0,15366400.0
2024-06-20 02:00:00,20775.0,20900.0,20675.0,20725.0,4800200.0
2024-06-21 02:00:00,20725.0,20825.0,20575.0,20825.0,5511800.0
2024-06-24 02:00:00,20825.0,21150.0,20550.0,20550.0,8435600.0
2024-06-25 02:00:00,20575.0,21000.0,20575.0,20600.0,9146400.0
2024-06-26 02:00:00,20650.0,20850.0,20575.0,20600.0,3903600.0
2024-06-27 02:00:00,20550.0,20700.0,20500.0,20500.0,2854200.0
2024-06-28 02:00:00,20550.0,20675.0,20450.0,20600.0,3570000.0
2024-07-01 02:00:00,20700.0,20700.0,20525.0,20675.0,6944600.0
2024-07-02 02:00:00,20700.0,20875.0,20650.0,20800.0,10246800.0
2024-07-03 02:00:00,20800.0,20825.0,20625.0,20675.0,21426000.0
2024-07-04 02:00:00,20750.0,20850.0,20650.0,20700.0,2428600.0
2024-07-05 02:00:00,20700.0,20725.0,20550.0,20700.0,3120800.0
2024-07-08 02:00:00,20700.0,20700.0,20175.0,20200.0,7207200.0
2024-07-09 02:00:00,20250.0,20475.0,20075.0,20400.0,4803400.0
2024-07-10 02:00:00,20475.0,20475.0,20300.0,20300.0,2470800.0
2024-07-11 02:00:00,20450.0,20875.0,20350.0,20550.0,5724000.0
2024-07-12 02:00:00,20850.0,21400.0,20825.0,20875.0,6624000.0
2024-07-15 02:00:00,20875.0,21125.0,20650.0,20675.0,12423800.0
2024-07-16 02:00:00,20675.0,20850.0,20350.0,20525.0,3726800.0
2024-07-17 02:00:00,20500.0,20500.0,20075.0,20300.0,5452000.0
2024-07-18 02:00:00,20300.0,20300.0,20075.0,20275.0,4284600.0
2024-07-19 02:00:00,20350.0,20550.0,20150.0,20375.0,3646000.0
2024-07-22 02:00:00,20375.0,20500.0,20100.0,20375.0,3552000.0
2024-07-23 02:00:00,20375.0,20425.0,20200.0,20425.0,3042600.0
2024-07-24 02:00:00,20400.0,20500.0,20225.0,20450.0,8114800.0
2024-07-25 02:00:00,20650.0,21300.0,20425.0,20800.0,28822400.0
2024-07-26 02:00:00,20950.0,21075.0,20625.0,20800.0,2753200.0
2024-07-29 02:00:00,20800.0,20800.0,20375.0,20800.0,5480200.0
2024-07-30 02:00:00,20975.0,21100.0,20500.0,21100.0,4852400.0
2024-07-31 02:00:00,21150.0,21150.0,20775.0,21150.0,48689600.0
2024-08-01 02:00:00,21050.0,21150.0,20750.0,21050.0,6558400.0
2024-08-02 02:00:00,21075.0,21100.0,20400.0,21000.0,4659200.0
2024-08-05 02:00:00,20500.0,20825.0,20200.0,20650.0,37265600.0
2024-08-06 02:00:00,20750.0,20775.0,20275.0,20650.0,3664600.0
2024-08-07 02:00:00,20875.0,21750.0,20875.0,21175.0,10757000.0
2024-08-08 02:00:00,21025.0,21100.0,20825.0,20900.0,3232600.0
2024-08-09 02:00:00,20900.0,21000.0,20600.0,20600.0,4533800.0
2024-08-12 02:00:00,20550.0,20600.0,20300.0,20300.0,3613400.0
2024-08-13 02:00:00,20325.0,20600.0,20325.0,20350.0,13039200.0
2024-08-14 02:00:00,20375.0,20600.0,20375.0,20400.0,2754800.0
2024-08-15 02:00:00,20500.0,20575.0,20400.0,20400.0,2427000.0
2024-08-16 02:00:00,20450.0,20800.0,20450.0,20575.0,14514000.0
2024-08-19 02:00:00,20650.0,20775.0,20525.0,20575.0,13169800.0
2024-08-20 02:00:00,20575.0,21100.0,20500.0,20850.0,15473000.0
2024-08-21 02:00:00,20800.0,21000.0,20750.0,20925.0,3469000.0
2024-08-22 02:00:00,20925.0,21175.0,20775.0,20775.0,4759000.0
2024-08-23 02:00:00,20800.0,21000.0,20750.0,20775.0,15511556.0
